,Id,House Age,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Bsmt Qual,Gr Liv Area,Full Bath,Half Bath,Total Bsmt SF,Garage Cars,Garage Area,Fireplaces,TotRms AbvGrd,Kitchen Qual,SalePrice
286,960,1,13438,9,2008,2008,246.0,5,5,2036,2,0,2190,3,780,1,9,5,410000
287,955,18,11070,5,1991,1991,0.0,3,4,1595,2,0,1582,2,672,0,5,3,152000
288,2476,1,7800,7,2005,2005,172.0,4,4,1686,2,1,891,2,462,0,8,4,184000
289,1590,11,7060,7,1997,1998,200.0,3,4,1344,2,0,1344,4,784,0,8,3,206300
290,2913,36,11836,5,1970,1970,0.0,3,3,1652,2,0,1652,3,928,0,8,3,146500
291,149,54,8382,4,1956,1956,0.0,3,3,1337,1,0,832,1,263,0,5,3,108000
292,2525,38,10192,7,1968,1992,143.0,3,3,1920,3,0,570,2,487,1,8,4,170000
293,1470,4,4426,6,2004,2004,205.0,4,4,848,1,0,848,2,420,0,3,4,145000
294,412,34,2280,7,1975,1975,0.0,3,4,1055,2,0,1057,2,440,1,4,3,123000
295,1399,12,2887,6,1996,1997,0.0,3,4,1291,1,0,1291,2,431,1,6,4,173000
296,183,82,8520,6,1928,2003,0.0,3,3,720,1,0,624,2,484,0,5,3,105900
297,974,36,1596,4,1973,1973,0.0,3,4,988,1,0,462,1,297,0,5,3,91000
298,930,60,15600,5,1949,2005,0.0,3,3,1523,2,0,1067,1,295,1,7,2,158000
299,881,5,9313,7,2004,2004,0.0,4,4,1728,2,1,864,2,572,0,7,4,190000
300,1180,13,11064,8,1995,1995,0.0,4,4,1239,1,1,1230,2,477,1,4,4,217500
301,1553,50,9000,5,1958,1958,162.0,3,3,1955,2,0,1151,1,356,0,7,3,165500
302,928,68,12000,7,1941,1950,0.0,3,3,1564,1,1,704,1,234,1,7,2,174500
303,1512,54,7692,4,1954,1954,0.0,3,5,1204,1,0,416,1,312,0,6,3,100000
304,3,52,14267,6,1958,1958,108.0,3,3,1329,1,1,1329,1,312,0,6,4,172000
305,2140,32,9675,5,1975,1975,0.0,3,3,879,1,0,864,2,440,0,5,3,120000
306,553,59,8400,4,1950,1950,0.0,2,3,841,1,0,721,1,294,0,4,3,82000
307,2594,59,7500,6,1947,1950,0.0,3,3,1312,1,1,784,2,649,0,6,3,127000
308,1314,91,9600,6,1917,1950,0.0,3,4,2058,1,1,735,2,396,1,8,3,129500
309,366,25,5814,8,1984,1984,0.0,4,4,1360,1,0,1220,2,565,1,4,4,187500
310,1462,6,14860,8,2002,2003,240.0,4,5,1786,2,0,1778,3,715,1,6,4,300000
311,2541,35,14803,6,1971,1971,252.0,3,3,1993,2,1,825,2,495,1,8,3,190000
312,2088,87,7550,4,1920,1950,0.0,2,3,1362,2,0,951,1,280,0,7,3,96000
313,527,3,8125,7,2006,2007,100.0,4,4,1550,2,0,1092,2,438,0,7,4,241000
314,1824,45,13673,5,1962,1962,0.0,3,3,1696,1,1,1140,1,349,1,8,3,143900
315,2918,36,1533,4,1970,1970,0.0,3,3,1092,1,1,546,1,286,0,5,3,87550
316,49,5,7658,9,2005,2005,412.0,5,5,1752,2,0,1752,2,576,1,6,5,319900
317,2332,0,12292,9,2006,2006,184.0,4,5,2473,2,1,1094,3,675,1,11,4,356383
318,826,2,11923,9,2007,2007,0.0,4,5,1800,2,0,1800,2,702,0,7,5,239000
319,1108,15,10010,7,1993,1994,320.0,4,4,2197,2,1,1080,3,783,1,9,4,287500
320,2041,66,12358,5,1941,1950,0.0,3,3,1382,1,1,720,2,660,0,7,3,128500
321,57,6,8577,7,2004,2004,0.0,4,4,1733,2,1,847,2,433,1,7,4,185088
322,520,1,8640,7,2008,2008,0.0,4,4,1402,2,0,1402,2,625,0,7,4,229800
323,2305,23,10447,5,1984,1984,0.0,3,3,887,1,0,864,1,288,0,5,3,124500
324,2533,38,9600,5,1968,1968,0.0,3,3,1051,1,0,1051,2,504,0,6,3,142000
325,2852,86,4899,6,1920,1950,0.0,3,3,1510,1,0,755,1,216,0,6,3,149000
326,1198,35,9246,5,1973,1973,564.0,3,3,1656,2,0,1656,2,506,0,8,3,135000
327,1681,31,4928,6,1976,1976,0.0,3,4,958,2,0,1078,2,440,1,5,3,128000
328,1773,15,12692,8,1992,1993,0.0,4,4,3228,3,0,3200,2,546,1,10,4,430000
329,1825,39,7476,5,1968,1968,0.0,3,3,1040,1,1,1040,2,686,0,5,3,145000
330,2208,97,5362,5,1910,2003,0.0,3,3,1250,2,0,661,2,552,1,8,3,139000
331,1646,23,12090,6,1984,2003,74.0,3,4,1868,3,1,585,2,477,1,7,3,178000
332,1060,3,12539,10,2005,2006,468.0,5,5,2790,2,1,1620,4,1150,1,10,5,460000
333,748,93,11888,6,1916,1994,0.0,3,3,2134,2,0,844,2,441,0,10,4,214500
334,2846,90,7082,5,1916,1995,0.0,3,3,1928,2,0,686,0,0,0,10,3,160000
335,493,10,8755,7,1999,1999,298.0,4,4,2060,2,1,992,2,390,1,8,4,214000
336,694,74,4080,6,1935,1998,0.0,3,3,1378,1,0,901,1,162,0,6,4,128900
337,2283,46,32463,4,1961,1975,149.0,3,3,1622,1,0,1249,4,1356,1,7,3,168000
338,1800,0,12217,8,2007,2007,0.0,4,5,1880,2,1,955,3,880,1,8,5,310013
339,1632,21,3696,8,1986,1986,0.0,4,4,1088,1,1,1074,2,461,0,5,4,170000
340,2624,47,7560,5,1959,1959,0.0,3,3,1040,1,0,1040,1,286,0,6,3,133700
341,2197,84,10592,6,1923,1996,0.0,3,3,1502,1,1,602,1,180,2,7,4,165000
342,1045,37,1680,6,1971,1971,604.0,3,3,987,1,1,483,1,264,0,5,3,89500
343,2549,48,10382,6,1958,1958,105.0,3,3,1095,1,0,588,1,264,0,6,3,140000
344,2829,2,2522,7,2004,2004,50.0,4,4,1709,2,0,970,2,380,0,7,4,134000
345,2480,14,9370,6,1992,1993,0.0,4,4,1731,2,1,836,2,462,0,7,4,248500
346,2724,41,10246,4,1965,2001,0.0,3,3,960,0,0,648,1,364,0,3,3,145000
347,2352,31,11475,6,1975,1975,0.0,3,4,1552,2,1,713,2,434,1,6,3,179900
348,1783,1,9986,8,2006,2007,428.0,4,5,1795,2,0,1795,3,895,1,7,4,147000
349,338,19,10475,5,1991,1991,0.0,3,4,1274,1,1,624,2,576,0,6,3,136000
350,196,70,6000,6,1940,1950,0.0,3,3,1196,1,1,572,2,576,2,6,3,128000
351,762,63,4280,4,1946,2001,0.0,3,2,704,1,0,560,1,220,0,4,2,88750
352,151,55,10895,5,1955,1955,0.0,3,3,972,1,0,972,1,305,0,5,3,122500
353,158,62,17503,6,1948,1950,0.0,3,3,1458,1,0,912,1,330,1,6,3,97500
354,2572,43,9723,6,1963,1963,332.0,3,3,1008,1,0,1008,2,430,0,5,3,135000
355,1686,0,11694,9,2007,2007,452.0,5,5,1828,2,0,1822,3,774,1,9,4,314813
356,943,94,8470,3,1915,1982,0.0,2,3,1526,1,0,1013,0,0,0,6,2,85000
357,735,72,6000,6,1937,2000,0.0,4,3,1176,1,0,698,2,624,0,4,3,134900
358,2741,51,10519,5,1955,1999,164.0,3,3,1057,1,0,1057,1,288,0,6,4,137000
359,1106,13,10437,8,1995,1995,660.0,4,4,2113,2,1,2109,3,839,1,7,4,350000
360,2375,39,7514,5,1967,1975,0.0,3,3,1387,1,0,943,1,300,1,6,3,145000
361,1701,2,13654,9,2005,2006,365.0,4,5,2758,2,1,1704,3,814,1,9,5,418000
362,2657,86,5747,3,1920,1950,0.0,3,3,840,1,0,798,1,250,0,5,2,64000
363,907,77,4500,5,1932,2000,0.0,3,3,1520,1,0,793,1,281,0,6,3,159434
364,1777,0,11830,8,2007,2007,164.0,4,4,1542,2,0,1542,3,852,1,6,4,260261
365,164,58,8520,5,1952,1952,0.0,3,3,1385,2,0,910,2,720,0,6,3,166000
366,1973,45,6760,5,1962,1962,0.0,3,3,936,1,0,896,1,288,1,6,3,130000
367,2857,65,6191,5,1941,1950,0.0,3,2,1288,1,0,824,1,240,0,6,3,112000
368,1208,45,8700,5,1963,1963,148.0,3,3,1128,2,0,1120,2,525,0,6,3,155000
369,319,1,12003,8,2009,2010,84.0,4,5,1968,2,1,774,3,680,1,8,5,269500
370,2567,42,12700,6,1964,1964,0.0,3,3,1246,1,0,1246,2,441,2,6,3,172000
371,2222,67,13125,7,1940,1984,0.0,3,3,1740,1,1,800,1,240,2,6,3,219500
372,2493,43,8638,5,1963,1963,0.0,3,3,925,1,0,925,2,484,0,5,3,133500
373,1757,7,9967,7,2000,2000,0.0,3,4,1430,2,1,384,2,400,1,8,3,170000
374,184,110,9600,8,1900,2003,0.0,4,3,1566,2,0,930,1,288,0,7,4,150000
375,1248,55,12774,5,1953,1953,0.0,3,3,950,1,0,984,2,400,0,5,3,130000
376,2574,47,8163,5,1959,1959,128.0,3,3,1144,1,0,1144,1,796,1,6,3,143000
377,1215,47,9900,5,1961,1961,0.0,3,3,1114,1,0,1114,2,451,0,5,3,140000
378,1614,34,13651,7,1973,1973,1115.0,3,4,2223,2,0,2223,2,516,2,8,3,244000
379,2039,87,7200,5,1920,1996,0.0,3,3,1111,1,0,530,1,288,0,6,2,101000
380,2669,48,9750,5,1958,1958,0.0,3,3,960,1,0,960,2,624,0,5,3,125000
381,1005,10,11184,6,1998,1998,0.0,3,4,1633,2,1,932,2,460,1,7,3,183000
382,753,97,5520,6,1912,1950,0.0,3,3,2229,1,0,755,0,0,0,8,3,104000
383,1275,54,6390,6,1954,1954,0.0,3,3,984,1,0,936,1,280,0,4,3,112500
384,2350,26,10240,6,1980,1980,157.0,3,4,1686,2,0,1686,2,612,1,7,3,207500
385,2762,1,9316,7,2005,2005,140.0,4,4,1614,2,0,1614,2,576,1,7,4,225000
386,2788,34,7200,5,1972,1972,0.0,3,3,864,1,0,864,1,297,0,5,3,119900
387,2384,0,12228,7,2006,2006,206.0,4,5,1740,2,0,1721,3,874,0,8,4,293000
388,2716,38,10335,5,1968,1993,0.0,3,3,1721,2,1,1461,2,440,1,7,3,180000
389,313,34,12328,6,1976,1976,335.0,3,3,1034,1,0,1012,3,888,0,6,3,169900
390,84,32,8930,6,1978,1978,0.0,3,0,1902,2,0,0,2,539,0,8,3,112000
391,81,26,9672,6,1984,1985,0.0,3,4,1097,2,0,1040,2,480,0,6,3,152000
392,2389,1,13975,9,2005,2006,525.0,4,4,2206,2,1,1090,3,670,1,10,5,300000
393,280,34,7819,6,1976,1976,0.0,3,3,1117,1,0,1029,2,672,1,6,3,107000
394,190,125,11340,4,1885,1950,0.0,3,3,2290,2,0,777,2,560,0,11,3,122500
395,2371,34,1680,6,1972,1972,504.0,3,3,948,1,1,483,1,264,0,5,3,89000
396,213,70,6001,6,1940,1950,0.0,3,2,919,1,0,600,1,231,0,5,3,95000
397,1864,39,11700,6,1968,1968,41.0,3,3,1152,1,1,912,2,412,0,7,3,143450
398,37,1,12858,9,2009,2010,162.0,5,5,2334,2,1,1590,3,751,1,10,5,376162
399,146,50,9300,5,1960,1960,324.0,3,3,1264,1,0,1268,2,461,2,6,3,167500
400,809,30,7018,5,1979,1979,275.0,3,4,1224,0,2,1086,2,528,2,6,3,153337
401,767,84,6629,6,1925,1950,0.0,3,3,1369,2,0,672,1,300,0,6,3,103600
402,262,34,10650,5,1976,1976,0.0,3,3,894,1,0,894,1,308,0,5,3,128200
403,101,10,2117,6,2000,2000,216.0,4,4,1573,2,1,756,2,440,0,5,4,177500
404,48,8,13650,8,2002,2002,232.0,4,4,2250,2,1,1671,3,756,1,7,4,320000
405,489,9,8433,6,2000,2000,0.0,3,4,1514,2,1,794,2,394,1,7,3,190000
406,2369,35,1680,6,1971,1971,236.0,3,3,1218,1,1,672,0,0,0,7,3,91500
407,707,55,6000,5,1954,1954,0.0,3,3,1387,2,0,811,1,256,0,7,4,93000
408,1556,88,8500,4,1920,1950,0.0,3,3,1317,1,0,649,1,250,0,6,3,40000
409,2034,93,6882,6,1914,2006,0.0,3,3,1355,1,1,684,0,0,0,7,4,127000
410,308,114,8712,4,1896,1950,0.0,2,3,952,1,0,756,1,330,0,5,3,50138
411,2176,31,7917,6,1976,1976,174.0,3,3,1113,1,1,1143,1,504,1,6,3,148000
412,1549,68,6900,5,1940,1955,0.0,3,3,778,1,0,740,1,924,1,4,3,120500
413,909,69,9900,6,1940,1950,0.0,3,3,1489,2,0,778,1,240,1,7,3,139500
414,892,2,13286,9,2007,2008,340.0,5,5,1698,2,0,1698,3,768,1,8,5,320000
415,2045,70,12888,7,1937,1980,0.0,3,3,2267,1,1,1005,2,498,2,7,3,219000
416,2927,23,8885,5,1983,1983,0.0,3,4,902,1,0,864,2,484,0,5,3,131000
417,1732,1,8857,6,2006,2006,0.0,4,4,1495,2,1,738,2,440,1,7,4,171925
418,998,12,14137,5,1996,1997,0.0,4,4,1384,2,0,1348,2,404,0,7,4,177900
419,2203,86,6720,6,1921,1950,0.0,3,3,1436,1,0,585,1,228,1,7,3,141500
420,356,11,7500,6,1998,1999,0.0,4,4,1636,2,1,952,2,440,1,7,3,191000
421,2475,2,13072,6,2004,2004,0.0,3,4,1158,1,1,1158,2,576,0,5,4,158000
422,2264,1,10656,8,2006,2007,274.0,4,4,1646,2,0,1638,3,870,1,6,4,248900
423,2201,70,7200,5,1937,1950,252.0,3,4,1768,1,1,731,1,240,2,7,4,175000
424,2545,41,8800,6,1965,2000,0.0,3,3,1565,2,0,1187,1,299,2,7,4,185900
425,2660,92,10800,7,1914,1970,0.0,3,4,1768,1,1,880,2,320,2,6,3,163000
426,2882,55,9000,5,1951,1951,0.0,2,3,1396,2,0,660,0,0,0,8,3,115000
427,1379,30,13014,6,1978,1978,39.0,3,3,1096,1,0,1008,2,484,1,6,3,157500
428,491,10,15896,7,1999,1999,210.0,4,4,2312,2,1,1177,3,658,1,8,4,245000
429,1002,15,5395,8,1993,1993,0.0,4,4,1337,2,0,1337,2,462,1,5,4,180000
430,1848,3,5105,7,2004,2004,0.0,4,4,1102,2,1,551,2,480,0,4,4,148800
431,1455,6,9473,8,2002,2002,0.0,4,4,2031,2,1,1128,2,577,1,7,4,237000
432,908,89,8400,2,1920,1950,0.0,3,3,438,1,0,290,1,246,0,3,2,60000
433,1490,32,12102,5,1976,1976,222.0,3,4,1033,1,0,456,2,504,0,6,3,165000
434,1465,5,10905,7,2003,2003,0.0,4,4,2327,2,1,1129,2,596,1,9,4,240000
435,1627,15,9556,7,1992,1993,52.0,3,4,1187,2,0,1168,2,420,0,6,4,160000
436,2849,61,6430,6,1945,1950,0.0,3,3,1340,1,0,780,1,440,0,6,3,128000
437,1501,53,6040,4,1955,1955,0.0,3,0,1152,2,0,0,0,0,0,6,2,82000
438,626,43,14695,6,1966,2008,210.0,3,3,1567,2,0,1562,2,542,2,5,4,256000
439,722,89,9000,7,1920,1988,0.0,3,3,1482,1,0,650,2,324,0,7,3,143000
440,2260,1,8368,7,2006,2007,0.0,4,4,1689,2,0,1689,2,433,0,7,4,231713
441,1639,38,41600,5,1969,1990,0.0,3,4,1424,1,1,1100,3,828,0,7,3,155000
442,1603,25,6490,5,1983,1983,0.0,3,3,816,1,0,816,1,264,0,4,3,128500
443,1520,87,7290,7,1921,1950,174.0,3,3,1424,2,0,1228,1,312,1,7,3,168000
444,1665,35,7472,7,1972,2004,138.0,3,3,1479,1,1,725,2,484,0,7,4,184000
445,2635,44,7000,5,1962,1962,0.0,3,3,1025,1,0,1025,0,0,0,6,3,124000
446,581,39,11717,6,1970,1970,571.0,3,3,1442,2,0,1442,2,615,1,6,3,185000
447,2435,6,11194,8,2000,2000,40.0,4,4,1936,2,1,1406,2,504,1,7,4,230500
448,2799,8,11250,7,1998,1998,227.0,3,4,1939,2,1,1054,3,555,1,8,4,227000
449,883,4,8633,6,2005,2005,0.0,4,4,1476,2,1,738,2,540,0,7,4,173500
450,2537,38,8400,5,1968,1968,0.0,3,4,898,1,0,833,1,326,0,6,3,140000
451,1120,2,10037,8,2006,2007,0.0,4,5,1460,2,0,1460,2,480,1,6,4,247000
452,774,31,8014,6,1978,1978,23.0,3,4,1034,1,0,456,2,504,1,5,3,149900
453,1447,30,12250,5,1978,1978,180.0,3,4,1174,1,0,864,2,528,0,5,3,158000
454,104,7,2403,7,2003,2003,0.0,4,4,1080,2,1,530,2,496,0,4,4,147110
455,2694,69,8600,6,1937,1950,0.0,3,3,1376,2,0,780,1,198,1,7,3,119500
456,920,69,13680,5,1940,1950,0.0,3,3,1567,1,1,840,2,440,2,6,3,205000
457,1951,112,10800,5,1895,1999,0.0,3,4,1534,1,1,736,0,0,0,6,4,148000
458,9,15,5389,8,1995,1996,0.0,4,4,1616,2,0,1595,2,608,1,5,4,236500
459,2848,68,10890,5,1938,1950,0.0,3,2,1551,2,0,1058,1,240,0,6,2,137000
460,614,54,9768,5,1955,1955,0.0,3,3,960,1,0,960,1,330,0,5,3,122000
461,1736,0,8993,7,2007,2007,0.0,4,4,1302,2,0,1302,2,436,0,6,4,176485
462,2686,81,11672,5,1925,1950,0.0,3,3,816,1,0,816,1,210,0,4,3,109000
463,2257,9,9763,7,1998,1998,239.0,4,4,1502,1,1,1502,1,286,1,5,4,330000
464,1284,0,9836,6,2008,2008,0.0,3,3,1133,1,0,192,1,308,0,7,3,143000
465,1765,9,10557,9,1998,1998,422.0,4,5,3078,2,1,1408,3,806,1,9,4,410000
466,1811,13,8462,6,1994,1994,105.0,4,4,1721,2,1,928,2,471,0,7,4,201000
467,2603,96,10818,4,1910,1950,0.0,3,2,1760,1,1,1077,2,648,1,7,3,80000
468,2220,62,7259,6,1945,2002,0.0,3,3,2320,2,1,1028,1,180,1,9,4,259500
469,2273,4,11800,7,2003,2004,94.0,4,4,2486,3,1,1122,2,452,1,10,4,279900
470,163,51,7500,5,1959,1994,0.0,3,3,1246,1,1,1246,1,305,0,6,4,154000
471,2116,49,159000,6,1958,2006,472.0,4,4,2144,2,0,1444,2,389,2,7,4,277000
472,2734,64,6488,5,1942,1950,0.0,3,3,1150,1,0,799,1,215,2,6,3,128000
473,426,2,14230,8,2007,2007,640.0,4,4,1600,2,0,1566,3,890,1,7,4,256300
474,2216,77,7810,4,1930,2003,0.0,3,3,1755,2,0,930,1,231,1,7,4,188000
475,2900,4,14331,8,2002,2002,630.0,4,5,1800,2,0,1800,3,765,1,7,4,312500
476,97,6,3182,7,2004,2005,0.0,4,4,1200,2,1,600,2,480,0,4,4,151000
477,1680,36,1920,5,1971,1971,376.0,3,3,1365,1,1,765,2,440,0,6,3,122500
478,1133,5,10110,6,2003,2003,0.0,4,4,1696,2,1,835,2,542,0,7,4,188000
479,2761,1,10984,7,2005,2006,0.0,4,4,1809,2,1,945,2,638,0,8,4,209700
480,1642,1,14082,8,2006,2006,945.0,4,5,2234,1,1,2220,2,724,1,7,4,441929
481,1141,15,8480,6,1993,1994,120.0,4,4,1680,2,1,886,2,474,0,7,4,163000
482,2118,41,12205,6,1966,2007,157.0,3,3,2087,2,1,832,2,444,0,9,4,187500
483,870,10,15750,8,1999,2000,260.0,4,4,1513,2,0,1462,2,521,1,5,4,220000
484,1875,40,8050,5,1967,1993,0.0,3,3,1107,1,0,949,1,308,0,5,4,127000
485,155,55,7200,5,1955,2007,0.0,3,0,827,1,0,0,1,392,1,5,3,107500
486,1318,94,6300,6,1914,2001,0.0,3,3,1484,2,0,742,0,0,1,9,3,128000
487,1285,83,5232,5,1925,2004,0.0,3,2,764,1,0,680,2,504,0,4,3,73000
488,2400,3,11846,9,2003,2004,562.0,4,5,1792,2,0,1792,3,874,1,6,5,374000
489,1068,7,16900,8,2001,2002,1110.0,4,5,2649,2,1,1479,3,746,1,10,4,421250
490,361,17,9636,6,1992,1993,0.0,3,4,1593,2,1,808,2,389,1,7,3,178000
491,1493,36,10012,4,1972,1972,0.0,3,4,1181,2,0,1138,2,588,0,6,3,137500
492,1110,14,14303,8,1994,1994,554.0,4,4,1987,2,0,1986,2,691,1,7,4,301500
493,911,74,5707,6,1935,1950,0.0,3,3,1242,1,1,583,1,180,1,6,3,105000
494,2535,38,9360,6,1968,2004,203.0,3,3,976,1,0,976,2,504,1,4,4,157500
495,2030,106,5680,5,1901,1950,0.0,3,3,1214,1,0,969,1,216,0,6,3,117000
496,2634,44,7000,5,1962,1962,0.0,3,3,864,1,0,864,1,336,0,5,3,105000
497,1530,72,10480,6,1936,1950,0.0,3,3,1639,1,0,1064,1,240,0,6,3,115000
498,435,1,11578,9,2008,2008,302.0,5,5,1736,2,0,1736,3,834,1,7,5,360000
499,812,30,7018,5,1979,1979,0.0,3,0,1535,2,0,0,2,400,0,8,3,118858
500,1202,42,9130,6,1966,2000,252.0,3,3,1632,1,1,800,2,484,0,7,4,173000
501,666,119,10800,3,1890,1998,0.0,3,3,725,1,1,630,1,320,0,4,3,78500
502,1751,3,8244,7,2004,2004,0.0,4,4,1720,2,1,840,2,440,1,7,4,183500
503,705,56,6000,4,1953,1953,0.0,2,2,936,1,0,936,2,576,0,4,3,93000
504,1744,4,3621,8,2003,2003,72.0,4,4,1589,2,0,1406,3,630,1,7,4,226500
505,357,16,7837,6,1993,1994,0.0,4,4,1571,2,1,799,2,380,1,7,3,178000
506,2133,4,10665,7,2003,2003,167.0,4,4,1479,2,0,1453,2,558,0,7,4,226000
507,989,40,10457,5,1969,1969,178.0,4,3,1632,1,1,784,2,898,1,7,3,173000
508,562,44,8281,5,1965,1965,0.0,3,3,864,1,0,864,1,360,1,5,3,62383
509,1054,0,14948,9,2008,2008,268.0,5,5,2713,2,1,1452,3,858,1,11,5,446261
510,2850,80,7000,7,1926,1997,0.0,3,3,1479,1,0,624,1,312,2,6,4,160000
511,1082,4,3940,7,2004,2004,24.0,4,4,1576,2,0,1393,3,668,1,7,4,219990
512,1440,9,9382,7,1999,2000,125.0,4,4,1479,2,0,1468,2,577,0,6,4,191000
513,2006,82,6854,5,1925,1994,0.0,3,3,1060,1,0,756,1,308,1,6,3,136500
514,2082,49,11515,4,1958,1994,0.0,3,0,943,1,0,0,1,308,0,5,4,80000
515,2344,18,13837,7,1988,1988,178.0,4,4,2183,2,1,1204,3,786,0,9,4,229000
516,248,17,9938,7,1993,1994,246.0,4,4,1949,2,1,1050,2,574,1,8,4,236000
517,2276,1,12633,10,2006,2007,242.0,5,5,1824,2,0,1824,3,932,1,8,5,392000
518,755,82,6876,6,1927,1950,0.0,3,3,1930,2,0,720,1,316,0,8,3,149000
519,1178,10,3951,10,1998,1999,0.0,5,4,2393,2,1,970,2,846,1,7,5,345000
520,2636,106,9856,5,1900,2005,0.0,4,2,2014,2,0,716,2,624,0,8,3,169000
521,2077,61,17808,4,1946,1950,0.0,3,3,1242,1,0,484,1,336,0,4,3,109900
522,2930,13,9627,7,1993,1994,94.0,3,4,2000,2,1,996,3,650,1,9,3,188000
523,737,70,6000,6,1939,1950,0.0,3,3,1412,1,0,780,1,280,1,6,3,132500
524,837,15,9757,5,1994,1994,0.0,3,3,990,1,0,990,1,440,0,5,3,143000
525,2086,56,9280,5,1951,1951,0.0,3,2,1342,1,0,1342,1,256,0,7,3,125000
526,2385,1,14780,9,2005,2005,568.0,5,5,1868,2,0,1868,3,1085,1,7,5,415000
527,189,100,7740,4,1910,1950,0.0,3,2,1363,1,0,622,2,528,0,6,3,125500
528,635,51,9600,6,1958,1988,183.0,3,3,1632,2,0,1240,1,338,1,6,3,139000
529,432,1,13478,10,2008,2008,420.0,5,5,2296,2,1,1722,3,842,1,10,5,451950
530,900,50,10926,5,1959,1959,74.0,3,3,1678,2,0,1678,0,0,0,10,3,119900
531,966,8,6853,8,2001,2002,136.0,4,5,1296,2,0,1267,2,471,0,6,4,220000
532,1612,36,10667,6,1971,1971,302.0,3,3,1587,2,0,1587,2,525,1,7,3,167300
533,904,68,8212,5,1941,1950,0.0,3,3,1298,1,0,720,1,256,2,6,3,122000
534,2487,43,9100,5,1963,1963,336.0,3,3,1728,2,0,1728,2,504,0,10,3,125000
535,1304,51,6000,5,1957,1957,0.0,3,3,928,1,0,928,1,288,0,5,3,112500
536,2112,2,9316,7,2005,2006,0.0,4,4,1795,2,1,879,2,578,0,7,4,191000
537,1244,50,9464,6,1958,1958,135.0,3,3,1080,1,0,1080,1,288,0,5,3,136000
538,843,11,10400,7,1998,1998,0.0,3,4,1779,2,1,866,2,546,0,6,4,197900
539,2689,96,5310,6,1910,2003,0.0,3,3,1635,1,0,485,1,255,0,5,4,117000
540,2753,0,7406,7,2006,2006,84.0,4,4,1220,2,0,1199,2,632,0,6,4,194000
541,1169,7,4538,9,2001,2001,179.0,4,5,1310,1,1,1310,2,545,1,5,4,285000
542,1376,68,10106,5,1940,1999,0.0,3,3,1355,2,0,644,0,0,0,6,3,127500
543,2503,14,13346,7,1992,2000,0.0,4,4,2295,2,1,1095,2,590,1,9,4,268000
544,1987,107,9639,4,1900,1950,0.0,3,3,1798,2,1,1075,2,342,0,7,3,137000
545,1190,41,15387,7,1967,1967,0.0,3,3,1620,2,0,1620,2,578,1,8,4,215000
546,1930,52,10050,5,1955,1955,0.0,3,3,1216,1,0,1216,1,336,0,5,3,129500
547,2677,70,6240,5,1936,1950,0.0,3,4,1344,1,0,896,1,240,0,7,3,115000
548,1256,83,7506,5,1925,1950,0.0,3,3,1159,1,0,747,1,288,0,5,3,114000
549,2484,40,8900,4,1966,1966,0.0,3,3,1056,1,0,1056,1,384,0,5,3,107000
550,1253,61,8480,5,1947,1950,0.0,3,3,1216,1,0,832,1,336,0,6,3,118500
551,1337,79,6000,6,1929,1950,0.0,3,3,1158,1,0,862,1,208,1,5,3,120000
552,1788,2,8847,8,2005,2005,148.0,4,4,1538,2,0,1538,2,484,0,7,4,260000
553,141,51,8050,5,1959,1959,150.0,3,3,1143,1,0,1143,1,308,0,6,3,136000
554,1669,36,8294,4,1971,1971,0.0,3,3,872,1,0,858,4,480,0,5,3,123000
555,1366,88,7920,6,1920,1950,0.0,3,3,1406,1,0,319,0,0,0,6,2,89500
556,52,5,18494,6,2005,2005,0.0,4,4,1324,2,0,1324,2,430,0,6,4,199500
557,1380,42,7162,5,1966,1966,41.0,3,3,904,1,0,876,1,408,0,6,3,109900
558,919,83,10918,7,1926,2004,0.0,4,4,2080,1,1,1276,1,282,2,9,4,234000
559,2804,2,4435,6,2004,2004,169.0,4,4,848,1,0,848,2,420,1,3,4,155900
560,782,52,11250,4,1957,1989,0.0,3,3,1788,1,0,1104,1,304,2,8,3,161500
561,956,51,14375,6,1958,1958,541.0,3,3,1344,1,0,819,2,525,1,7,4,137500
562,187,100,9045,5,1910,1950,0.0,3,3,2256,2,0,840,0,0,0,12,2,76500
563,2074,19,10029,6,1988,1989,268.0,4,4,2060,2,1,1151,2,521,1,8,3,211000
564,1039,10,4060,6,1998,1999,0.0,4,4,1337,2,0,1405,2,511,0,5,4,181000
565,1210,42,9020,6,1966,1966,183.0,3,3,1165,1,1,1127,2,490,0,6,3,174900
566,2710,40,11777,5,1966,1966,97.0,3,3,1320,1,0,1164,2,564,2,6,3,164500
567,44,6,10171,7,2004,2004,168.0,4,4,1535,2,0,1517,2,532,0,7,4,214000
568,1026,28,10400,7,1980,1988,280.0,3,4,2044,2,1,738,2,489,1,7,3,185000
569,1343,79,6240,4,1929,1950,0.0,3,3,1136,1,0,704,1,336,0,6,3,123000
570,2248,28,12150,6,1979,1979,0.0,3,4,1299,2,0,1001,2,486,1,5,4,183500
571,1849,8,2645,8,1999,2000,456.0,4,4,1441,2,1,776,2,492,0,5,4,174000
572,2076,54,22692,5,1953,1953,0.0,3,3,1630,2,0,1073,2,649,1,6,3,130000
573,2641,81,9600,7,1925,1990,0.0,3,3,1641,1,1,728,2,546,1,6,5,178000
